CaseID,ResponseType,Overlap,GapFill,AnchorPreservation,SelectedStepCount,SourceStepCount,MeanPairwiseJaccardDistance
Base_H36_BackLoaded_Flat,Simplify,0.375,0.625,1,16,36,0.643602
Base_H36_BackLoaded_Flat,Intensify,0.282609,0.717391,1,46,36,0.552066
Base_H36_BackLoaded_Flat,Contrast,0.083333,0.916667,1,36,36,0.490177
Base_H36_BackLoaded_Flat,Fill,0.056604,0.943396,1,53,36,0.573869
Base_H36_BackLoaded_Increasing,Mirror,0.611111,0.388889,1,36,36,0.63042
Base_H36_BackLoaded_Increasing,Complement,0.129032,0.870968,1,31,36,0.487442
Base_H36_BackLoaded_Increasing,Simplify,0.375,0.625,1,16,36,0.643602
Base_H36_BackLoaded_Increasing,Intensify,0.282609,0.717391,1,46,36,0.552066
Base_H36_BackLoaded_Increasing,Contrast,0.083333,0.916667,1,36,36,0.490177
Base_H36_BackLoaded_Increasing,Fill,0.056604,0.943396,1,53,36,0.573869
Base_H36_Clustered_AccentedEnding,Mirror,0.666667,0.333333,0,36,36,0.566389
Base_H36_Clustered_AccentedEnding,Complement,0.16,0.84,0,25,36,0.633469
Base_H36_Clustered_AccentedEnding,Simplify,0.888889,0.111111,0,9,36,0.793337
Base_H36_Clustered_AccentedEnding,Intensify,0.585366,0.414634,0,41,36,0.539437
Base_H36_Clustered_AccentedEnding,Contrast,0.136364,0.863636,0,22,36,0.667794
Base_H36_Clustered_AccentedEnding,Fill,0.351351,0.648649,0,37,36,0.521028
Base_H36_Clustered_Flat,Mirror,0.666667,0.333333,0,36,36,0.570556
Base_H36_Clustered_Flat,Complement,0.16,0.84,0,25,36,0.63823
Base_H36_Clustered_Flat,Simplify,0.888889,0.111111,0,9,36,0.791985
Base_H36_Clustered_Flat,Intensify,0.585366,0.414634,0,41,36,0.537151
Base_H36_Clustered_Flat,Contrast,0.136364,0.863636,0,22,36,0.66449
Base_H36_Clustered_Flat,Fill,0.361111,0.638889,0,36,36,0.523016
Base_H36_Clustered_Increasing,Mirror,0.666667,0.333333,0,36,36,0.566389
Base_H36_Clustered_Increasing,Complement,0.16,0.84,0,25,36,0.633469
Base_H36_Clustered_Increasing,Simplify,0.888889,0.111111,0,9,36,0.793337
Base_H36_Clustered_Increasing,Intensify,0.585366,0.414634,0,41,36,0.539437
Base_H36_Clustered_Increasing,Contrast,0.136364,0.863636,0,22,36,0.667794
Base_H36_Clustered_Increasing,Fill,0.351351,0.648649,0,37,36,0.521028
Base_H36_Even_AccentedEnding,Mirror,0.583333,0.416667,1,36,36,0.600048
Base_H36_Even_AccentedEnding,Complement,0.133333,0.866667,0.5,30,36,0.49297
Base_H36_Even_AccentedEnding,Simplify,0.470588,0.529412,1,17,36,0.656849
Base_H36_Even_AccentedEnding,Intensify,0.282609,0.717391,0.75,46,36,0.507113
Base_H36_Even_AccentedEnding,Contrast,0.083333,0.916667,0.5,36,36,0.503002
Base_H36_Even_AccentedEnding,Fill,0.075472,0.924528,0.5,53,36,0.537908
Base_H36_Even_Flat,Mirror,0.555556,0.444444,1,36,36,0.589031
Base_H36_Even_Flat,Complement,0.133333,0.866667,1,30,36,0.476704
Base_H36_Even_Flat,Simplify,0.4375,0.5625,1,16,36,0.659228
Base_H36_Even_Flat,Intensify,0.270833,0.729167,1,48,36,0.485079
Base_H36_Even_Flat,Contrast,0.083333,0.916667,1,36,36,0.489099
Base_H36_Even_Flat,Fill,0.075472,0.924528,1,53,36,0.526957
Base_H36_Even_Increasing,Mirror,0.583333,0.416667,1,36,36,0.600048
Base_H36_Even_Increasing,Complement,0.133333,0.866667,0.5,30,36,0.49297
Base_H36_Even_Increasing,Simplify,0.470588,0.529412,1,17,36,0.656849
Base_H36_Even_Increasing,Intensify,0.282609,0.717391,0.75,46,36,0.507113
Base_H36_Even_Increasing,Contrast,0.083333,0.916667,0.5,36,36,0.503002
Base_H36_Even_Increasing,Fill,0.075472,0.924528,0.5,53,36,0.537908
Base_H36_FrontLoaded_AccentedEnding,Mirror,0.611111,0.388889,1,36,36,0.624864
Base_H36_FrontLoaded_AccentedEnding,Complement,0.129032,0.870968,0.666667,31,36,0.471806
Base_H36_FrontLoaded_AccentedEnding,Simplify,0.411765,0.588235,1,17,36,0.638676
Base_H36_FrontLoaded_AccentedEnding,Intensify,0.282609,0.717391,1,46,36,0.487435
Base_H36_FrontLoaded_AccentedEnding,Contrast,0.083333,0.916667,0.666667,36,36,0.463133
Base_H36_FrontLoaded_AccentedEnding,Fill,0.056604,0.943396,0.666667,53,36,0.561245
Base_H36_FrontLoaded_Flat,Mirror,0.583333,0.416667,1,36,36,0.619837
Base_H36_FrontLoaded_Flat,Complement,0.129032,0.870968,1,31,36,0.468095
Base_H36_FrontLoaded_Flat,Simplify,0.375,0.625,1,16,36,0.646501
Base_H36_FrontLoaded_Flat,Intensify,0.270833,0.729167,1,48,36,0.501042
Base_H36_FrontLoaded_Flat,Contrast,0.083333,0.916667,1,36,36,0.461205
Base_H36_FrontLoaded_Flat,Fill,0.056604,0.943396,1,53,36,0.550794
Base_H36_FrontLoaded_Increasing,Mirror,0.611111,0.388889,1,36,36,0.63042
Base_H36_FrontLoaded_Increasing,Complement,0.129032,0.870968,0.666667,31,36,0.46931
Base_H36_FrontLoaded_Increasing,Simplify,0.375,0.625,0.666667,16,36,0.643602
Base_H36_FrontLoaded_Increasing,Intensify,0.282609,0.717391,1,46,36,0.491783
Base_H36_FrontLoaded_Increasing,Contrast,0.083333,0.916667,0.666667,36,36,0.461466
Base_H36_FrontLoaded_Increasing,Fill,0.056604,0.943396,0.666667,53,36,0.56043
Base_H40_AnchorLed_AccentedEnding,Mirror,0.675,0.325,1,40,40,0.594937
Base_H40_AnchorLed_AccentedEnding,Complement,0.208333,0.791667,1,24,40,0.605199
Base_H40_AnchorLed_AccentedEnding,Simplify,0.666667,0.333333,1,9,40,0.70164
Base_H40_AnchorLed_AccentedEnding,Intensify,0.627907,0.372093,1,43,40,0.557412
Base_H40_AnchorLed_AccentedEnding,Contrast,0.285714,0.714286,1,14,40,0.627114
Base_H40_AnchorLed_AccentedEnding,Fill,0.466667,0.533333,1,30,40,0.525983
Base_H40_AnchorLed_Flat,Mirror,0.675,0.325,1,40,40,0.594937
Base_H40_AnchorLed_Flat,Complement,0.208333,0.791667,1,24,40,0.605199
Base_H40_AnchorLed_Flat,Simplify,0.666667,0.333333,1,9,40,0.70164
Base_H40_AnchorLed_Flat,Intensify,0.627907,0.372093,1,43,40,0.557412
Base_H40_AnchorLed_Flat,Contrast,0.285714,0.714286,1,14,40,0.627114
Base_H40_AnchorLed_Flat,Fill,0.466667,0.533333,1,30,40,0.525983
Base_H40_AnchorLed_Increasing,Mirror,0.675,0.325,1,40,40,0.594937
Base_H40_AnchorLed_Increasing,Complement,0.208333,0.791667,1,24,40,0.605199
Base_H40_AnchorLed_Increasing,Simplify,0.666667,0.333333,1,9,40,0.70164
Base_H40_AnchorLed_Increasing,Intensify,0.627907,0.372093,1,43,40,0.557412
Base_H40_AnchorLed_Increasing,Contrast,0.285714,0.714286,1,14,40,0.627114
Base_H40_AnchorLed_Increasing,Fill,0.466667,0.533333,1,30,40,0.525983
Base_H40_BackLoaded_AccentedEnding,Mirror,0.675,0.325,1,40,40,0.657586
Base_H40_BackLoaded_AccentedEnding,Complement,0.16129,0.83871,0.666667,31,40,0.512441
Base_H40_BackLoaded_AccentedEnding,Simplify,0.5,0.5,1,16,40,0.67622
Base_H40_BackLoaded_AccentedEnding,Intensify,0.326531,0.673469,1,49,40,0.532451
Base_H40_BackLoaded_AccentedEnding,Contrast,0.1,0.9,0.666667,40,40,0.506144
Base_H40_BackLoaded_AccentedEnding,Fill,0.105263,0.894737,1,57,40,0.547455
Base_H40_BackLoaded_Flat,Mirror,0.675,0.325,1,40,40,0.657586
Base_H40_BackLoaded_Flat,Complement,0.16129,0.83871,1,31,40,0.512441
Base_H40_BackLoaded_Flat,Simplify,0.5,0.5,1,16,40,0.67622
Base_H40_BackLoaded_Flat,Intensify,0.326531,0.673469,1,49,40,0.532451
Base_H40_BackLoaded_Flat,Contrast,0.1,0.9,1,40,40,0.506144
Base_H40_BackLoaded_Flat,Fill,0.105263,0.894737,1,57,40,0.547455
Base_H40_BackLoaded_Increasing,Mirror,0.675,0.325,1,40,40,0.657586
Base_H40_BackLoaded_Increasing,Complement,0.16129,0.83871,0.666667,31,40,0.512441
Base_H40_BackLoaded_Increasing,Simplify,0.5,0.5,1,16,40,0.67622
Base_H40_BackLoaded_Increasing,Intensify,0.326531,0.673469,1,49,40,0.532451
Base_H40_BackLoaded_Increasing,Contrast,0.1,0.9,0.666667,40,40,0.506144
Base_H40_BackLoaded_Increasing,Fill,0.105263,0.894737,1,57,40,0.547455
Base_H40_Clustered_AccentedEnding,Mirror,0.675,0.325,0,40,40,0.612318
Base_H40_Clustered_AccentedEnding,Complement,0.178571,0.821429,0,28,40,0.616872
Base_H40_Clustered_AccentedEnding,Simplify,0.888889,0.111111,0,9,40,0.794077
Base_H40_Clustered_AccentedEnding,Intensify,0.586957,0.413044,0,46,40,0.565013
Base_H40_Clustered_AccentedEnding,Contrast,0.166667,0.833333,0,24,40,0.638776
Base_H40_Clustered_AccentedEnding,Fill,0.368421,0.631579,0,38,40,0.516001
Base_H40_Clustered_Flat,Mirror,0.675,0.325,0,40,40,0.612318
Base_H40_Clustered_Flat,Complement,0.178571,0.821429,0,28,40,0.616872
Base_H40_Clustered_Flat,Simplify,0.888889,0.111111,0,9,40,0.794077
Base_H40_Clustered_Flat,Intensify,0.586957,0.413044,0,46,40,0.565013
Base_H40_Clustered_Flat,Contrast,0.166667,0.833333,0,24,40,0.638776
Base_H40_Clustered_Flat,Fill,0.368421,0.631579,0,38,40,0.516001
Base_H40_Clustered_Increasing,Mirror,0.675,0.325,0,40,40,0.612318
Base_H40_Clustered_Increasing,Complement,0.178571,0.821429,0,28,40,0.616872
Base_H40_Clustered_Increasing,Simplify,0.888889,0.111111,0,9,40,0.794077
Base_H40_Clustered_Increasing,Intensify,0.586957,0.413044,0,46,40,0.565013
Base_H40_Clustered_Increasing,Contrast,0.166667,0.833333,0,24,40,0.638776
Base_H40_Clustered_Increasing,Fill,0.368421,0.631579,0,38,40,0.516001
Base_H40_Even_AccentedEnding,Mirror,0.6,0.4,1,40,40,0.628398
Base_H40_Even_AccentedEnding,Complement,0.15625,0.84375,0.5,32,40,0.505957
Base_H40_Even_AccentedEnding,Simplify,0.4375,0.5625,1,16,40,0.675087
Base_H40_Even_AccentedEnding,Intensify,0.28,0.72,1,50,40,0.509996
Base_H40_Even_AccentedEnding,Contrast,0.1,0.9,1,40,40,0.499806
Base_H40_Even_AccentedEnding,Fill,0.050847,0.949153,0.5,59,40,0.574616
Base_H40_Even_Flat,Mirror,0.6,0.4,1,40,40,0.62718
Base_H40_Even_Flat,Complement,0.15625,0.84375,1,32,40,0.502622
Base_H40_Even_Flat,Simplify,0.4375,0.5625,1,16,40,0.673838
Base_H40_Even_Flat,Intensify,0.28,0.72,1,50,40,0.506719
Base_H40_Even_Flat,Contrast,0.1,0.9,1,40,40,0.495323
Base_H40_Even_Flat,Fill,0.052632,0.947368,1,57,40,0.561054
Base_H40_Even_Increasing,Mirror,0.6,0.4,1,40,40,0.628398
Base_H40_Even_Increasing,Complement,0.15625,0.84375,0.5,32,40,0.505957
Base_H40_Even_Increasing,Simplify,0.4375,0.5625,1,16,40,0.675087
Base_H40_Even_Increasing,Intensify,0.28,0.72,1,50,40,0.509996
Base_H40_Even_Increasing,Contrast,0.1,0.9,1,40,40,0.499806
Base_H40_Even_Increasing,Fill,0.050847,0.949153,0.5,59,40,0.574616
Base_H40_FrontLoaded_AccentedEnding,Mirror,0.675,0.325,1,40,40,0.652586
Base_H40_FrontLoaded_AccentedEnding,Complement,0.16129,0.83871,0.75,31,40,0.525208
Base_H40_FrontLoaded_AccentedEnding,Simplify,0.529412,0.470588,1,17,40,0.671326
Base_H40_FrontLoaded_AccentedEnding,Intensify,0.306123,0.693878,1,49,40,0.549527
Base_H40_FrontLoaded_AccentedEnding,Contrast,0.1,0.9,0.75,40,40,0.522449
Base_H40_FrontLoaded_AccentedEnding,Fill,0.105263,0.894737,0.75,57,40,0.543728
Base_H40_FrontLoaded_Flat,Mirror,0.675,0.325,1,40,40,0.663675
Base_H40_FrontLoaded_Flat,Complement,0.16129,0.83871,1,31,40,0.524527
Base_H40_FrontLoaded_Flat,Simplify,0.5,0.5,1,16,40,0.677526
Base_H40_FrontLoaded_Flat,Intensify,0.3,0.7,1,50,40,0.556287
Base_H40_FrontLoaded_Flat,Contrast,0.1,0.9,1,40,40,0.517958
Base_H40_FrontLoaded_Flat,Fill,0.105263,0.894737,1,57,40,0.539996
Base_H40_FrontLoaded_Increasing,Mirror,0.675,0.325,1,40,40,0.657586
Base_H40_FrontLoaded_Increasing,Complement,0.16129,0.83871,0.8,31,40,0.523023
Base_H40_FrontLoaded_Increasing,Simplify,0.5,0.5,0.8,16,40,0.67622
Base_H40_FrontLoaded_Increasing,Intensify,0.306123,0.693878,1,49,40,0.553608
Base_H40_FrontLoaded_Increasing,Contrast,0.1,0.9,0.8,40,40,0.521237
Base_H40_FrontLoaded_Increasing,Fill,0.105263,0.894737,0.8,57,40,0.542937
Base_H44_AnchorLed_AccentedEnding,Mirror,0.659091,0.340909,1,44,44,0.551057
Base_H44_AnchorLed_AccentedEnding,Complement,0.217391,0.782609,1,23,44,0.57726
Base_H44_AnchorLed_AccentedEnding,Simplify,0.545455,0.454546,1,11,44,0.652083
Base_H44_AnchorLed_AccentedEnding,Intensify,0.604167,0.395833,1,48,44,0.541899
Base_H44_AnchorLed_AccentedEnding,Contrast,0.25,0.75,1,16,44,0.604762
Base_H44_AnchorLed_AccentedEnding,Fill,0.46875,0.53125,1,32,44,0.497286
Base_H44_AnchorLed_Flat,Mirror,0.659091,0.340909,1,44,44,0.551057
Base_H44_AnchorLed_Flat,Complement,0.217391,0.782609,1,23,44,0.57726
Base_H44_AnchorLed_Flat,Simplify,0.545455,0.454546,1,11,44,0.652083
Base_H44_AnchorLed_Flat,Intensify,0.604167,0.395833,1,48,44,0.541899
Base_H44_AnchorLed_Flat,Contrast,0.25,0.75,1,16,44,0.604762
Base_H44_AnchorLed_Flat,Fill,0.46875,0.53125,1,32,44,0.497286
Base_H44_AnchorLed_Increasing,Mirror,0.659091,0.340909,1,44,44,0.551057
Base_H44_AnchorLed_Increasing,Complement,0.217391,0.782609,1,23,44,0.57726
Base_H44_AnchorLed_Increasing,Simplify,0.545455,0.454546,1,11,44,0.652083
Base_H44_AnchorLed_Increasing,Intensify,0.604167,0.395833,1,48,44,0.541899
Base_H44_AnchorLed_Increasing,Contrast,0.25,0.75,1,16,44,0.604762
Base_H44_AnchorLed_Increasing,Fill,0.46875,0.53125,1,32,44,0.497286
Base_H44_BackLoaded_AccentedEnding,Mirror,0.681818,0.318182,1,44,44,0.654978
Base_H44_BackLoaded_AccentedEnding,Complement,0.16129,0.83871,1,31,44,0.522938
Base_H44_BackLoaded_AccentedEnding,Simplify,0.5625,0.4375,1,16,44,0.701416
Base_H44_BackLoaded_AccentedEnding,Intensify,0.38,0.62,1,50,44,0.500803
Base_H44_BackLoaded_AccentedEnding,Contrast,0.090909,0.909091,1,44,44,0.507434
Base_H44_BackLoaded_AccentedEnding,Fill,0.163934,0.836066,1,61,44,0.529309
Base_H44_BackLoaded_Flat,Mirror,0.681818,0.318182,1,44,44,0.654978
Base_H44_BackLoaded_Flat,Complement,0.16129,0.83871,1,31,44,0.522938
Base_H44_BackLoaded_Flat,Simplify,0.5625,0.4375,1,16,44,0.701416
Base_H44_BackLoaded_Flat,Intensify,0.38,0.62,1,50,44,0.500803
Base_H44_BackLoaded_Flat,Contrast,0.090909,0.909091,1,44,44,0.507434
Base_H44_BackLoaded_Flat,Fill,0.163934,0.836066,1,61,44,0.529309
Base_H44_BackLoaded_Increasing,Mirror,0.681818,0.318182,1,44,44,0.654978
Base_H44_BackLoaded_Increasing,Complement,0.16129,0.83871,1,31,44,0.522938
Base_H44_BackLoaded_Increasing,Simplify,0.5625,0.4375,1,16,44,0.701416
Base_H44_BackLoaded_Increasing,Intensify,0.38,0.62,1,50,44,0.500803
Base_H44_BackLoaded_Increasing,Contrast,0.090909,0.909091,1,44,44,0.507434
Base_H44_BackLoaded_Increasing,Fill,0.163934,0.836066,1,61,44,0.529309
Base_H44_Clustered_AccentedEnding,Mirror,0.704545,0.295455,0,44,44,0.622865
Base_H44_Clustered_AccentedEnding,Complement,0.192308,0.807692,0,26,44,0.602965
Base_H44_Clustered_AccentedEnding,Simplify,0.888889,0.111111,0,9,44,0.800997
Base_H44_Clustered_AccentedEnding,Intensify,0.58,0.42,0,50,44,0.56184
Base_H44_Clustered_AccentedEnding,Contrast,0.166667,0.833333,0,24,44,0.643025
Base_H44_Clustered_AccentedEnding,Fill,0.375,0.625,0,40,44,0.513571
Base_H44_Clustered_Flat,Mirror,0.704545,0.295455,0,44,44,0.622865
Base_H44_Clustered_Flat,Complement,0.192308,0.807692,0,26,44,0.602965
Base_H44_Clustered_Flat,Simplify,0.888889,0.111111,0,9,44,0.800997
Base_H44_Clustered_Flat,Intensify,0.58,0.42,0,50,44,0.56184
Base_H44_Clustered_Flat,Contrast,0.166667,0.833333,0,24,44,0.643025
Base_H44_Clustered_Flat,Fill,0.375,0.625,0,40,44,0.513571
Base_H44_Clustered_Increasing,Mirror,0.704545,0.295455,0,44,44,0.622865
Base_H44_Clustered_Increasing,Complement,0.192308,0.807692,0,26,44,0.602965
Base_H44_Clustered_Increasing,Simplify,0.888889,0.111111,0,9,44,0.800997
Base_H44_Clustered_Increasing,Intensify,0.58,0.42,0,50,44,0.56184
Base_H44_Clustered_Increasing,Contrast,0.166667,0.833333,0,24,44,0.643025
Base_H44_Clustered_Increasing,Fill,0.375,0.625,0,40,44,0.513571
Base_H44_Even_AccentedEnding,Mirror,0.613636,0.386364,1,44,44,0.609094
Base_H44_Even_AccentedEnding,Complement,0.16129,0.83871,1,31,44,0.503929
Base_H44_Even_AccentedEnding,Simplify,0.4375,0.5625,1,16,44,0.673567
Base_H44_Even_AccentedEnding,Intensify,0.313726,0.686275,1,51,44,0.485194
Base_H44_Even_AccentedEnding,Contrast,0.090909,0.909091,1,44,44,0.504749
Base_H44_Even_AccentedEnding,Fill,0.174603,0.825397,1,63,44,0.504931
Base_H44_Even_Flat,Mirror,0.613636,0.386364,1,44,44,0.614157
Base_H44_Even_Flat,Complement,0.16129,0.83871,1,31,44,0.500703
Base_H44_Even_Flat,Simplify,0.4375,0.5625,1,16,44,0.671901
Base_H44_Even_Flat,Intensify,0.313726,0.686275,1,51,44,0.491077
Base_H44_Even_Flat,Contrast,0.090909,0.909091,1,44,44,0.50017
Base_H44_Even_Flat,Fill,0.147541,0.852459,1,61,44,0.506405
Base_H44_Even_Increasing,Mirror,0.613636,0.386364,1,44,44,0.609094
Base_H44_Even_Increasing,Complement,0.16129,0.83871,1,31,44,0.503929
Base_H44_Even_Increasing,Simplify,0.4375,0.5625,1,16,44,0.673567
Base_H44_Even_Increasing,Intensify,0.313726,0.686275,1,51,44,0.485194
Base_H44_Even_Increasing,Contrast,0.090909,0.909091,1,44,44,0.504749
Base_H44_Even_Increasing,Fill,0.174603,0.825397,1,63,44,0.504931
Base_H44_FrontLoaded_AccentedEnding,Mirror,0.681818,0.318182,1,44,44,0.650432
Base_H44_FrontLoaded_AccentedEnding,Complement,0.16129,0.83871,0.75,31,44,0.532089
Base_H44_FrontLoaded_AccentedEnding,Simplify,0.588235,0.411765,1,17,44,0.696442
Base_H44_FrontLoaded_AccentedEnding,Intensify,0.32,0.68,1,50,44,0.49305
Base_H44_FrontLoaded_AccentedEnding,Contrast,0.090909,0.909091,0.75,44,44,0.526025
Base_H44_FrontLoaded_AccentedEnding,Fill,0.163934,0.836066,0.75,61,44,0.515877
Base_H44_FrontLoaded_Flat,Mirror,0.681818,0.318182,1,44,44,0.660849
Base_H44_FrontLoaded_Flat,Complement,0.16129,0.83871,1,31,44,0.532141
Base_H44_FrontLoaded_Flat,Simplify,0.5625,0.4375,1,16,44,0.702671
Base_H44_FrontLoaded_Flat,Intensify,0.313726,0.686275,1,51,44,0.499869
Base_H44_FrontLoaded_Flat,Contrast,0.090909,0.909091,1,44,44,0.521849
Base_H44_FrontLoaded_Flat,Fill,0.163934,0.836066,1,61,44,0.512124
Base_H44_FrontLoaded_Increasing,Mirror,0.681818,0.318182,1,44,44,0.650432
Base_H44_FrontLoaded_Increasing,Complement,0.16129,0.83871,0.75,31,44,0.532089
Base_H44_FrontLoaded_Increasing,Simplify,0.588235,0.411765,1,17,44,0.696442
Base_H44_FrontLoaded_Increasing,Intensify,0.32,0.68,1,50,44,0.49305
Base_H44_FrontLoaded_Increasing,Contrast,0.090909,0.909091,0.75,44,44,0.526025
Base_H44_FrontLoaded_Increasing,Fill,0.163934,0.836066,0.75,61,44,0.515877
Variant_H08_AnchorLed_AccentedEnding,Mirror,0.5,0.5,1,10,8,0.588572
Variant_H08_AnchorLed_AccentedEnding,Complement,0.1,0.9,0.333333,10,8,0.598523
Variant_H08_AnchorLed_AccentedEnding,Simplify,0.75,0.25,1,4,8,0.764444
Variant_H08_AnchorLed_AccentedEnding,Intensify,0.222222,0.777778,1,18,8,0.557962
Variant_H08_AnchorLed_AccentedEnding,Contrast,0.1,0.9,0.333333,10,8,0.567412
Variant_H08_AnchorLed_AccentedEnding,Fill,0.277778,0.722222,1,18,8,0.52685
Variant_H08_AnchorLed_Flat,Mirror,0.5,0.5,1,10,8,0.611634
Variant_H08_AnchorLed_Flat,Complement,0.1,0.9,0.5,10,8,0.586019
Variant_H08_AnchorLed_Flat,Simplify,0.666667,0.333333,1,3,8,0.801979
Variant_H08_AnchorLed_Flat,Intensify,0.294118,0.705882,1,17,8,0.590335
Variant_H08_AnchorLed_Flat,Contrast,0.1,0.9,0.5,10,8,0.586019
Variant_H08_AnchorLed_Flat,Fill,0.3,0.7,1,20,8,0.575534
Variant_H08_AnchorLed_Increasing,Mirror,0.5,0.5,1,10,8,0.577619
Variant_H08_AnchorLed_Increasing,Complement,0.1,0.9,0.333333,10,8,0.599049
Variant_H08_AnchorLed_Increasing,Simplify,0.75,0.25,1,4,8,0.764169
Variant_H08_AnchorLed_Increasing,Intensify,0.294118,0.705882,1,17,8,0.571477
Variant_H08_AnchorLed_Increasing,Contrast,0.1,0.9,0.333333,10,8,0.602834
Variant_H08_AnchorLed_Increasing,Fill,0.31579,0.684211,1,19,8,0.559588
Variant_H08_BackLoaded_AccentedEnding,Mirror,0.8,0.2,1,10,8,0.644174
Variant_H08_BackLoaded_AccentedEnding,Complement,0.1,0.9,0.25,10,8,0.702783
Variant_H08_BackLoaded_AccentedEnding,Simplify,0.857143,0.142857,1,7,8,0.693846
Variant_H08_BackLoaded_AccentedEnding,Intensify,0.380952,0.619048,1,21,8,0.614521
Variant_H08_BackLoaded_AccentedEnding,Contrast,0.1,0.9,0.25,10,8,0.702347
Variant_H08_BackLoaded_AccentedEnding,Fill,0.2,0.8,0.75,25,8,0.637374
Variant_H08_BackLoaded_Flat,Mirror,0.7,0.3,1,10,8,0.655073
Variant_H08_BackLoaded_Flat,Complement,0.1,0.9,0,10,8,0.665201
Variant_H08_BackLoaded_Flat,Simplify,0.666667,0.333333,1,6,8,0.688703
Variant_H08_BackLoaded_Flat,Intensify,0.318182,0.681818,1,22,8,0.606137
Variant_H08_BackLoaded_Flat,Contrast,0.1,0.9,0,10,8,0.643819
Variant_H08_BackLoaded_Flat,Fill,0.148148,0.851852,1,27,8,0.6544
Variant_H08_BackLoaded_Increasing,Mirror,0.7,0.3,1,10,8,0.666667
Variant_H08_BackLoaded_Increasing,Complement,0.1,0.9,0,10,8,0.653607
Variant_H08_BackLoaded_Increasing,Simplify,0.666667,0.333333,1,6,8,0.688703
Variant_H08_BackLoaded_Increasing,Intensify,0.272727,0.727273,1,22,8,0.617861
Variant_H08_BackLoaded_Increasing,Contrast,0.1,0.9,0,10,8,0.66608
Variant_H08_BackLoaded_Increasing,Fill,0.148148,0.851852,1,27,8,0.643863
Variant_H08_Clustered_AccentedEnding,Mirror,0.5,0.5,1,10,8,0.622882
Variant_H08_Clustered_AccentedEnding,Complement,0.1,0.9,1,10,8,0.596593
Variant_H08_Clustered_AccentedEnding,Simplify,0.5,0.5,1,2,8,0.836725
Variant_H08_Clustered_AccentedEnding,Intensify,0.277778,0.722222,1,18,8,0.553041
Variant_H08_Clustered_AccentedEnding,Contrast,0.1,0.9,1,10,8,0.600378
Variant_H08_Clustered_AccentedEnding,Fill,0.263158,0.736842,1,19,8,0.523684
Variant_H08_Clustered_Flat,Mirror,0.5,0.5,0,10,8,0.551508
Variant_H08_Clustered_Flat,Complement,0.1,0.9,0,10,8,0.608582
Variant_H08_Clustered_Flat,Simplify,0.666667,0.333333,0,3,8,0.796439
Variant_H08_Clustered_Flat,Intensify,0.375,0.625,0,16,8,0.517032
Variant_H08_Clustered_Flat,Contrast,0.1,0.9,0,10,8,0.642835
Variant_H08_Clustered_Flat,Fill,0.333333,0.666667,0,18,8,0.508187
Variant_H08_Clustered_Increasing,Mirror,0.5,0.5,0,10,8,0.66
Variant_H08_Clustered_Increasing,Complement,0.1,0.9,0,10,8,0.636289
Variant_H08_Clustered_Increasing,Simplify,0.5,0.5,0,2,8,0.829804
Variant_H08_Clustered_Increasing,Intensify,0.294118,0.705882,0,17,8,0.549161
Variant_H08_Clustered_Increasing,Contrast,0.111111,0.888889,0,9,8,0.621026
Variant_H08_Clustered_Increasing,Fill,0.277778,0.722222,0,18,8,0.53462
Variant_H08_Even_AccentedEnding,Mirror,0.6,0.4,1,10,8,0.60971
Variant_H08_Even_AccentedEnding,Complement,0.1,0.9,0.5,10,8,0.601501
Variant_H08_Even_AccentedEnding,Simplify,0.333333,0.666667,1,6,8,0.607546
Variant_H08_Even_AccentedEnding,Intensify,0.304348,0.695652,1,23,8,0.609913
Variant_H08_Even_AccentedEnding,Contrast,0.1,0.9,0.5,10,8,0.567775
Variant_H08_Even_AccentedEnding,Fill,0.12,0.88,0.5,25,8,0.662308
Variant_H08_Even_Flat,Mirror,0.6,0.4,1,10,8,0.620451
Variant_H08_Even_Flat,Complement,0.1,0.9,1,10,8,0.619683
Variant_H08_Even_Flat,Simplify,0.4,0.6,1,5,8,0.671067
Variant_H08_Even_Flat,Intensify,0.304348,0.695652,1,23,8,0.620888
Variant_H08_Even_Flat,Contrast,0.1,0.9,1,10,8,0.597914
Variant_H08_Even_Flat,Fill,0.16,0.84,1,25,8,0.641833
Variant_H08_Even_Increasing,Mirror,0.6,0.4,1,10,8,0.600451
Variant_H08_Even_Increasing,Complement,0.1,0.9,0.5,10,8,0.625744
Variant_H08_Even_Increasing,Simplify,0.5,0.5,1,6,8,0.656031
Variant_H08_Even_Increasing,Intensify,0.304348,0.695652,1,23,8,0.612192
Variant_H08_Even_Increasing,Contrast,0.1,0.9,0.5,10,8,0.603974
Variant_H08_Even_Increasing,Fill,0.16,0.84,0.5,25,8,0.643371
Variant_H08_FrontLoaded_AccentedEnding,Mirror,0.7,0.3,1,10,8,0.631739
Variant_H08_FrontLoaded_AccentedEnding,Complement,0.1,0.9,0.25,10,8,0.651959
Variant_H08_FrontLoaded_AccentedEnding,Simplify,0.714286,0.285714,1,7,8,0.664495
Variant_H08_FrontLoaded_AccentedEnding,Intensify,0.272727,0.727273,1,22,8,0.577443
Variant_H08_FrontLoaded_AccentedEnding,Contrast,0.1,0.9,0.25,10,8,0.64119
Variant_H08_FrontLoaded_AccentedEnding,Fill,0.16,0.84,0.75,25,8,0.630477
