TurnID,CaptureTime,AnalysisTime,PlanningTime,GenerationTime,PlaybackTriggerTime,TotalLatency,CompileTime,PostCaptureLatency,StructureType,EnergyProfile,VariantKind,ResponseType,HitCount,StepCount,PlaybackTriggerMode,SkeletonSelectedStepCount
Base_H24_FrontLoaded_Increasing,4000,0.023,0.0852,1.8533,0.002,4001.9716,0.0081,1.9716,FrontLoaded,Increasing,Base,Mirror,24,96,SimulatedUnityPayloadPreparation,25
Variant_H24_FrontLoaded_Increasing,4000,0.1949,0.0346,2.811,0.0773,4003.1202,0.0024,3.1202,FrontLoaded,Increasing,Variant,Intensify,24,96,SimulatedUnityPayloadPreparation,37
Base_H24_FrontLoaded_AccentedEnding,4000,0.0259,0.867,2.5383,0.0025,4003.4394,0.0057,3.4394,FrontLoaded,AccentedEnding,Base,Mirror,24,96,SimulatedUnityPayloadPreparation,25
Variant_H24_FrontLoaded_AccentedEnding,4000,0.0237,0.1532,2.4636,0.0016,4002.6456,0.0035,2.6456,FrontLoaded,AccentedEnding,Variant,Intensify,24,96,SimulatedUnityPayloadPreparation,37
Base_H24_BackLoaded_Flat,4000,0.03,0.0417,3.8135,0.3443,4004.4129,0.1834,4.4129,BackLoaded,Flat,Base,Fill,24,96,SimulatedUnityPayloadPreparation,43
Variant_H24_BackLoaded_Flat,4000,0.9858,0.0649,2.8418,0.0019,4003.8969,0.0025,3.8969,BackLoaded,Flat,Variant,Fill,24,96,SimulatedUnityPayloadPreparation,43
Base_H24_BackLoaded_Increasing,4000,0.0178,0.0282,1.9937,0.0105,4002.0528,0.0026,2.0528,BackLoaded,Increasing,Base,Intensify,24,96,SimulatedUnityPayloadPreparation,37
Variant_H24_BackLoaded_Increasing,4000,0.0358,0.0454,2.4663,0.0021,4002.5527,0.0031,2.5527,BackLoaded,Increasing,Variant,Intensify,24,96,SimulatedUnityPayloadPreparation,37
Base_H24_BackLoaded_AccentedEnding,4000,0.0198,0.0405,2.5025,0.0025,4002.5681,0.0028,2.5681,BackLoaded,AccentedEnding,Base,Intensify,24,96,SimulatedUnityPayloadPreparation,37
Variant_H24_BackLoaded_AccentedEnding,4000,0.0187,0.0798,2.4758,0.2997,4002.8829,0.0089,2.8829,BackLoaded,AccentedEnding,Variant,Intensify,24,96,SimulatedUnityPayloadPreparation,37
Base_H24_Clustered_Flat,4000,0.0384,0.0301,3.9706,0.0027,4004.0462,0.0044,4.0462,Clustered,Flat,Base,Intensify,24,96,SimulatedUnityPayloadPreparation,32
Variant_H24_Clustered_Flat,4000,0.0251,0.5095,6.2421,0.2996,4007.0799,0.0036,7.0799,Clustered,Flat,Variant,Intensify,24,96,SimulatedUnityPayloadPreparation,32
Base_H24_Clustered_Increasing,4000,0.0302,0.0313,3.4426,0.0029,4003.5114,0.0044,3.5114,Clustered,Increasing,Base,Fill,24,96,SimulatedUnityPayloadPreparation,28
Variant_H24_Clustered_Increasing,4000,0.0267,0.0505,5.0674,0.0028,4005.2387,0.0913,5.2387,Clustered,Increasing,Variant,Fill,24,96,SimulatedUnityPayloadPreparation,31
Base_H24_Clustered_AccentedEnding,4000,0.5969,0.067,2.538,0.127,4003.3329,0.004,3.3329,Clustered,AccentedEnding,Base,Fill,24,96,SimulatedUnityPayloadPreparation,28
Variant_H24_Clustered_AccentedEnding,4000,0.025,0.0287,2.3762,0.0026,4002.435,0.0025,2.435,Clustered,AccentedEnding,Variant,Fill,24,96,SimulatedUnityPayloadPreparation,33
Base_H24_AnchorLed_Flat,4000,0.0193,0.339,4.3819,0.1492,4004.8924,0.003,4.8924,AnchorLed,Flat,Base,Fill,24,96,SimulatedUnityPayloadPreparation,24
Variant_H24_AnchorLed_Flat,4000,0.0185,0.0288,2.6848,0.0025,4002.737,0.0024,2.737,AnchorLed,Flat,Variant,Intensify,24,96,SimulatedUnityPayloadPreparation,32
Base_H24_AnchorLed_Increasing,4000,0.0212,0.0336,2.8627,0.0032,4003.2534,0.3327,3.2534,AnchorLed,Increasing,Base,Fill,24,96,SimulatedUnityPayloadPreparation,24
Variant_H24_AnchorLed_Increasing,4000,0.0298,0.04,3.1728,0.0199,4003.2656,0.0031,3.2656,AnchorLed,Increasing,Variant,Fill,24,96,SimulatedUnityPayloadPreparation,28
Base_H24_AnchorLed_AccentedEnding,4000,0.0188,0.0474,1.797,0.0026,4001.8685,0.0027,1.8685,AnchorLed,AccentedEnding,Base,Fill,24,96,SimulatedUnityPayloadPreparation,24
Variant_H24_AnchorLed_AccentedEnding,4000,0.0191,0.0335,3.9487,0.0503,4004.0542,0.0026,4.0542,AnchorLed,AccentedEnding,Variant,Fill,24,96,SimulatedUnityPayloadPreparation,29
Base_H28_Even_Flat,4000,0.0822,0.1257,3.1307,0.0027,4003.4274,0.0861,3.4274,Even,Flat,Base,Intensify,28,96,SimulatedUnityPayloadPreparation,42
Variant_H28_Even_Flat,4000,0.0183,0.0426,3.6102,0.0025,4003.6766,0.003,3.6766,Even,Flat,Variant,Fill,28,96,SimulatedUnityPayloadPreparation,47
Base_H28_Even_Increasing,4000,0.023,0.0421,2.6853,0.3856,4003.1397,0.0037,3.1397,Even,Increasing,Base,Intensify,28,96,SimulatedUnityPayloadPreparation,41
Variant_H28_Even_Increasing,4000,0.3448,0.0449,2.2714,0.0023,4002.6742,0.0108,2.6742,Even,Increasing,Variant,Mirror,28,96,SimulatedUnityPayloadPreparation,29
Base_H28_Even_AccentedEnding,4000,0.1153,0.0527,1.9656,0.0446,4002.1816,0.0034,2.1816,Even,AccentedEnding,Base,Intensify,28,96,SimulatedUnityPayloadPreparation,41
Variant_H28_Even_AccentedEnding,4000,0.023,0.037,1.9154,0.0017,4001.9795,0.0024,1.9795,Even,AccentedEnding,Variant,Intensify,28,96,SimulatedUnityPayloadPreparation,41
Base_H28_FrontLoaded_Flat,4000,0.0234,0.0289,3.4881,0.0018,4003.951,0.4088,3.951,FrontLoaded,Flat,Base,Intensify,28,96,SimulatedUnityPayloadPreparation,42
Variant_H28_FrontLoaded_Flat,4000,0.019,0.0553,1.9399,0.261,4002.278,0.0028,2.278,FrontLoaded,Flat,Variant,Intensify,28,96,SimulatedUnityPayloadPreparation,42
Base_H28_FrontLoaded_Increasing,4000,0.0244,0.0365,1.0043,0.0015,4001.0708,0.0041,1.0708,FrontLoaded,Increasing,Base,Mirror,28,96,SimulatedUnityPayloadPreparation,29
Variant_H28_FrontLoaded_Increasing,4000,0.0292,0.8535,1.488,0.0223,4002.4421,0.0491,2.4421,FrontLoaded,Increasing,Variant,Mirror,28,96,SimulatedUnityPayloadPreparation,29
Base_H28_FrontLoaded_AccentedEnding,4000,0.0247,0.0351,1.8423,0.002,4001.9083,0.0042,1.9083,FrontLoaded,AccentedEnding,Base,Mirror,28,96,SimulatedUnityPayloadPreparation,29
Variant_H28_FrontLoaded_AccentedEnding,4000,0.0267,0.0337,1.828,0.0021,4001.8958,0.0053,1.8958,FrontLoaded,AccentedEnding,Variant,Intensify,28,96,SimulatedUnityPayloadPreparation,41
Base_H28_BackLoaded_Flat,4000,0.0215,0.5963,1.7416,0.0111,4002.3847,0.0142,2.3847,BackLoaded,Flat,Base,Fill,28,96,SimulatedUnityPayloadPreparation,47
Variant_H28_BackLoaded_Flat,4000,0.0187,0.0302,1.5162,0.0023,4001.57,0.0026,1.57,BackLoaded,Flat,Variant,Fill,28,96,SimulatedUnityPayloadPreparation,47
Base_H28_BackLoaded_Increasing,4000,0.1782,0.3026,2.5728,0.0231,4003.0822,0.0055,3.0822,BackLoaded,Increasing,Base,Intensify,28,96,SimulatedUnityPayloadPreparation,41
Variant_H28_BackLoaded_Increasing,4000,0.0183,0.0265,1.7501,0.002,4001.8048,0.0079,1.8048,BackLoaded,Increasing,Variant,Contrast,28,96,SimulatedUnityPayloadPreparation,29
Base_H28_BackLoaded_AccentedEnding,4000,0.0235,0.029,1.8933,0.0017,4001.9512,0.0037,1.9512,BackLoaded,AccentedEnding,Base,Intensify,28,96,SimulatedUnityPayloadPreparation,41
Variant_H28_BackLoaded_AccentedEnding,4000,0.0541,0.0353,1.7597,0.0246,4001.876,0.0023,1.876,BackLoaded,AccentedEnding,Variant,Intensify,28,96,SimulatedUnityPayloadPreparation,41
Base_H28_Clustered_Flat,4000,0.0247,0.0305,3.5475,0.0021,4003.8994,0.2946,3.8994,Clustered,Flat,Base,Intensify,28,96,SimulatedUnityPayloadPreparation,38
Variant_H28_Clustered_Flat,4000,0.0277,0.0343,3.5023,0.0402,4003.6082,0.0037,3.6082,Clustered,Flat,Variant,Intensify,28,96,SimulatedUnityPayloadPreparation,39
Base_H28_Clustered_Increasing,4000,0.0195,0.1365,2.0086,0.0019,4002.1699,0.0034,2.1699,Clustered,Increasing,Base,Fill,28,96,SimulatedUnityPayloadPreparation,34
Variant_H28_Clustered_Increasing,4000,0.0526,0.0526,3.5441,0.0019,4004.1416,0.4904,4.1416,Clustered,Increasing,Variant,Fill,28,96,SimulatedUnityPayloadPreparation,38
Base_H28_Clustered_AccentedEnding,4000,0.0244,0.0402,2.2255,0.1835,4002.4783,0.0047,2.4783,Clustered,AccentedEnding,Base,Fill,28,96,SimulatedUnityPayloadPreparation,34
Variant_H28_Clustered_AccentedEnding,4000,0.0189,0.0292,4.9838,0.0024,4005.0369,0.0026,5.0369,Clustered,AccentedEnding,Variant,Fill,28,96,SimulatedUnityPayloadPreparation,38
Base_H28_AnchorLed_Flat,4000,0.3604,0.0784,1.7432,0.1554,4002.5604,0.223,2.5604,AnchorLed,Flat,Base,Fill,28,96,SimulatedUnityPayloadPreparation,26
Variant_H28_AnchorLed_Flat,4000,0.0215,0.0365,3.6727,0.0022,4003.7366,0.0037,3.7366,AnchorLed,Flat,Variant,Intensify,28,96,SimulatedUnityPayloadPreparation,35
Base_H28_AnchorLed_Increasing,4000,0.0223,0.0378,4.5818,0.0017,4004.6467,0.0031,4.6467,AnchorLed,Increasing,Base,Fill,28,96,SimulatedUnityPayloadPreparation,26
Variant_H28_AnchorLed_Increasing,4000,0.0209,0.0314,3.7618,0.0201,4004.1535,0.3193,4.1535,AnchorLed,Increasing,Variant,Intensify,28,96,SimulatedUnityPayloadPreparation,35
Base_H28_AnchorLed_AccentedEnding,4000,0.3875,0.0522,2.6608,0.0023,4003.1056,0.0028,3.1056,AnchorLed,AccentedEnding,Base,Fill,28,96,SimulatedUnityPayloadPreparation,26
Variant_H28_AnchorLed_AccentedEnding,4000,0.031,0.0386,5.5847,0.199,4005.8572,0.0039,5.8572,AnchorLed,AccentedEnding,Variant,Fill,28,96,SimulatedUnityPayloadPreparation,29
Base_H32_Even_Flat,4000,0.023,0.0336,2.1228,0.0022,4002.1989,0.0173,2.1989,Even,Flat,Base,Intensify,32,96,SimulatedUnityPayloadPreparation,46
Variant_H32_Even_Flat,4000,0.2611,0.0371,2.7282,0.0015,4003.0316,0.0037,3.0316,Even,Flat,Variant,Fill,32,96,SimulatedUnityPayloadPreparation,51
Base_H32_Even_Increasing,4000,0.0215,0.0339,3.0316,0.1184,4003.2091,0.0037,3.2091,Even,Increasing,Base,Intensify,32,96,SimulatedUnityPayloadPreparation,45
Variant_H32_Even_Increasing,4000,0.0224,0.227,3.0576,0.0022,4003.3177,0.0085,3.3177,Even,Increasing,Variant,Intensify,32,96,SimulatedUnityPayloadPreparation,46
Base_H32_Even_AccentedEnding,4000,0.0262,0.0924,3.0597,0.3232,4003.5086,0.0071,3.5086,Even,AccentedEnding,Base,Intensify,32,96,SimulatedUnityPayloadPreparation,45
Variant_H32_Even_AccentedEnding,4000,0.3894,0.0327,2.672,0.0019,4003.0984,0.0024,3.0984,Even,AccentedEnding,Variant,Intensify,32,96,SimulatedUnityPayloadPreparation,45
Base_H32_FrontLoaded_Flat,4000,0.0276,0.0446,3.3696,0.0024,4003.706,0.2618,3.706,FrontLoaded,Flat,Base,Intensify,32,96,SimulatedUnityPayloadPreparation,46
Variant_H32_FrontLoaded_Flat,4000,0.0268,0.0286,2.2706,0.0227,4002.3525,0.0038,2.3525,FrontLoaded,Flat,Variant,Intensify,32,96,SimulatedUnityPayloadPreparation,46
Base_H32_FrontLoaded_Increasing,4000,0.3559,0.0299,2.3393,0.0024,4002.7301,0.0026,2.7301,FrontLoaded,Increasing,Base,Intensify,32,96,SimulatedUnityPayloadPreparation,45
Variant_H32_FrontLoaded_Increasing,4000,0.0235,0.1403,2.9475,0.4183,4003.7043,0.1747,3.7043,FrontLoaded,Increasing,Variant,Intensify,32,96,SimulatedUnityPayloadPreparation,45
Base_H32_FrontLoaded_AccentedEnding,4000,0.0223,0.0344,1.2982,0.0022,4001.3612,0.0041,1.3612,FrontLoaded,AccentedEnding,Base,Mirror,32,96,SimulatedUnityPayloadPreparation,33
Variant_H32_FrontLoaded_AccentedEnding,4000,0.0239,0.0355,3.0536,0.0018,4003.1182,0.0034,3.1182,FrontLoaded,AccentedEnding,Variant,Mirror,32,96,SimulatedUnityPayloadPreparation,33
Base_H32_BackLoaded_Flat,4000,0.0315,0.2218,3.5644,0.0297,4004.3797,0.5323,4.3797,BackLoaded,Flat,Base,Fill,32,96,SimulatedUnityPayloadPreparation,51
Variant_H32_BackLoaded_Flat,4000,0.0331,0.0394,3.0993,0.0016,4003.1771,0.0037,3.1771,BackLoaded,Flat,Variant,Intensify,32,96,SimulatedUnityPayloadPreparation,46
Base_H32_BackLoaded_Increasing,4000,0.0176,0.0248,2.3691,0.0199,4002.4342,0.0028,2.4342,BackLoaded,Increasing,Base,Fill,32,96,SimulatedUnityPayloadPreparation,51
Variant_H32_BackLoaded_Increasing,4000,0.0329,0.0336,1.6776,0.0019,4001.7575,0.0115,1.7575,BackLoaded,Increasing,Variant,Fill,32,96,SimulatedUnityPayloadPreparation,51
Base_H32_BackLoaded_AccentedEnding,4000,0.0226,0.031,0.8843,0.0018,4000.9463,0.0066,0.9463,BackLoaded,AccentedEnding,Base,Fill,32,96,SimulatedUnityPayloadPreparation,51
Variant_H32_BackLoaded_AccentedEnding,4000,0.0172,0.0419,1.2404,0.0096,4001.3115,0.0024,1.3115,BackLoaded,AccentedEnding,Variant,Fill,32,96,SimulatedUnityPayloadPreparation,51
Base_H32_Clustered_Flat,4000,0.018,0.0259,2.8748,0.0019,4002.937,0.0164,2.937,Clustered,Flat,Base,Intensify,32,96,SimulatedUnityPayloadPreparation,41
Variant_H32_Clustered_Flat,4000,0.0265,0.0634,2.4378,0.0126,4002.5438,0.0035,2.5438,Clustered,Flat,Variant,Intensify,32,96,SimulatedUnityPayloadPreparation,42
Base_H32_Clustered_Increasing,4000,0.0232,0.0456,2.4474,0.0014,4002.5214,0.0038,2.5214,Clustered,Increasing,Base,Fill,32,96,SimulatedUnityPayloadPreparation,35
Variant_H32_Clustered_Increasing,4000,0.0166,0.4863,2.592,0.0019,4003.1071,0.0103,3.1071,Clustered,Increasing,Variant,Intensify,32,96,SimulatedUnityPayloadPreparation,42
Base_H32_Clustered_AccentedEnding,4000,0.0166,0.026,1.8013,0.0169,4001.8638,0.003,1.8638,Clustered,AccentedEnding,Base,Fill,32,96,SimulatedUnityPayloadPreparation,35
Variant_H32_Clustered_AccentedEnding,4000,0.0187,0.0364,1.577,0.0018,4001.6364,0.0025,1.6364,Clustered,AccentedEnding,Variant,Contrast,32,96,SimulatedUnityPayloadPreparation,25
Base_H32_AnchorLed_Flat,4000,0.0255,0.0306,5.3377,0.0044,4005.4197,0.0215,5.4197,AnchorLed,Flat,Base,Fill,32,96,SimulatedUnityPayloadPreparation,27
Variant_H32_AnchorLed_Flat,4000,0.0177,0.0251,4.9184,0.0021,4004.9657,0.0024,4.9657,AnchorLed,Flat,Variant,Intensify,32,96,SimulatedUnityPayloadPreparation,39
Base_H32_AnchorLed_Increasing,4000,0.2014,0.1158,2.3938,0.0019,4002.7161,0.0032,2.7161,AnchorLed,Increasing,Base,Fill,32,96,SimulatedUnityPayloadPreparation,27
Variant_H32_AnchorLed_Increasing,4000,0.0177,0.0269,2.1104,0.0524,4002.2214,0.014,2.2214,AnchorLed,Increasing,Variant,Fill,32,96,SimulatedUnityPayloadPreparation,28
Base_H32_AnchorLed_AccentedEnding,4000,0.0229,0.0492,2.3126,0.0023,4002.3907,0.0037,2.3907,AnchorLed,AccentedEnding,Base,Fill,32,96,SimulatedUnityPayloadPreparation,27
Variant_H32_AnchorLed_AccentedEnding,4000,0.0213,0.0396,1.9668,0.4055,4002.4361,0.0029,2.4361,AnchorLed,AccentedEnding,Variant,Fill,32,96,SimulatedUnityPayloadPreparation,29
Base_H36_Even_Flat,4000,0.0249,0.0436,2.5122,0.0027,4002.5995,0.0161,2.5995,Even,Flat,Base,Complement,36,96,SimulatedUnityPayloadPreparation,30
Variant_H36_Even_Flat,4000,0.0792,0.1024,1.3846,0.0025,4001.5742,0.0055,1.5742,Even,Flat,Variant,Complement,36,96,SimulatedUnityPayloadPreparation,28
Base_H36_Even_Increasing,4000,0.0232,0.036,1.5261,0.3921,4001.9816,0.0042,1.9816,Even,Increasing,Base,Mirror,36,96,SimulatedUnityPayloadPreparation,36
Variant_H36_Even_Increasing,4000,0.0259,0.0347,2.344,0.0017,4002.4488,0.0425,2.4488,Even,Increasing,Variant,Mirror,36,96,SimulatedUnityPayloadPreparation,36
Base_H36_Even_AccentedEnding,4000,0.0306,0.3673,2.4231,0.0186,4002.8428,0.0032,2.8428,Even,AccentedEnding,Base,Mirror,36,96,SimulatedUnityPayloadPreparation,36
Variant_H36_Even_AccentedEnding,4000,0.0201,0.0301,2.715,0.0015,4002.7694,0.0027,2.7694,Even,AccentedEnding,Variant,Mirror,36,96,SimulatedUnityPayloadPreparation,36
Base_H36_FrontLoaded_Flat,4000,0.0302,0.0362,1.8072,0.0014,4001.8962,0.0212,1.8962,FrontLoaded,Flat,Base,Complement,36,96,SimulatedUnityPayloadPreparation,31
Variant_H36_FrontLoaded_Flat,4000,0.0284,0.0305,1.5858,0.0207,4001.6678,0.0024,1.6678,FrontLoaded,Flat,Variant,Complement,36,96,SimulatedUnityPayloadPreparation,30
Base_H36_FrontLoaded_Increasing,4000,0.0174,0.025,0.8643,0.0024,4000.9117,0.0026,0.9117,FrontLoaded,Increasing,Base,Mirror,36,96,SimulatedUnityPayloadPreparation,36
Variant_H36_FrontLoaded_Increasing,4000,0.0195,0.0308,1.2531,0.0087,4001.3236,0.0115,1.3236,FrontLoaded,Increasing,Variant,Complement,36,96,SimulatedUnityPayloadPreparation,30
Base_H36_FrontLoaded_AccentedEnding,4000,0.0172,0.0441,2.8273,0.0028,4002.8942,0.0028,2.8942,FrontLoaded,AccentedEnding,Base,Mirror,36,96,SimulatedUnityPayloadPreparation,36
Variant_H36_FrontLoaded_AccentedEnding,4000,0.0182,0.027,1.3545,0.0017,4001.4037,0.0023,1.4037,FrontLoaded,AccentedEnding,Variant,Mirror,36,96,SimulatedUnityPayloadPreparation,36
Base_H36_BackLoaded_Flat,4000,0.0241,0.0491,1.4399,0.008,4001.5388,0.0177,1.5388,BackLoaded,Flat,Base,Mirror,36,96,SimulatedUnityPayloadPreparation,36
Variant_H36_BackLoaded_Flat,4000,0.0255,0.0349,2.6179,0.0019,4002.6835,0.0033,2.6835,BackLoaded,Flat,Variant,Mirror,36,96,SimulatedUnityPayloadPreparation,36
Base_H36_BackLoaded_Increasing,4000,0.0224,0.0334,1.9322,0.0418,4002.0332,0.0034,2.0332,BackLoaded,Increasing,Base,Mirror,36,96,SimulatedUnityPayloadPreparation,36
Variant_H36_BackLoaded_Increasing,4000,0.248,0.055,3.1928,0.0016,4003.5721,0.0747,3.5721,BackLoaded,Increasing,Variant,Mirror,36,96,SimulatedUnityPayloadPreparation,36
Base_H36_BackLoaded_AccentedEnding,4000,0.019,0.0326,3.0775,0.0016,4003.1348,0.0041,3.1348,BackLoaded,AccentedEnding,Base,Mirror,36,96,SimulatedUnityPayloadPreparation,36
Variant_H36_BackLoaded_AccentedEnding,4000,0.0206,0.0444,2.6758,2.0024,4004.7457,0.0025,4.7457,BackLoaded,AccentedEnding,Variant,Mirror,36,96,SimulatedUnityPayloadPreparation,36
Base_H36_Clustered_Flat,4000,0.3177,0.222,2.0697,0.0015,4004.7376,2.1267,4.7376,Clustered,Flat,Base,Mirror,36,96,SimulatedUnityPayloadPreparation,36
Variant_H36_Clustered_Flat,4000,0.0235,0.0371,1.5478,0.0145,4001.627,0.0041,1.627,Clustered,Flat,Variant,Complement,36,96,SimulatedUnityPayloadPreparation,27
Base_H36_Clustered_Increasing,4000,0.0245,0.3282,2.3411,0.0019,4002.6991,0.0034,2.6991,Clustered,Increasing,Base,Contrast,36,96,SimulatedUnityPayloadPreparation,22
Variant_H36_Clustered_Increasing,4000,0.0207,0.0357,2.9243,0.0019,4002.995,0.0124,2.995,Clustered,Increasing,Variant,Complement,36,96,SimulatedUnityPayloadPreparation,28
Base_H36_Clustered_AccentedEnding,4000,0.0209,0.0417,1.4426,0.2638,4001.7727,0.0037,1.7727,Clustered,AccentedEnding,Base,Contrast,36,96,SimulatedUnityPayloadPreparation,22
Variant_H36_Clustered_AccentedEnding,4000,0.0264,0.0273,1.717,0.0022,4001.7762,0.0033,1.7762,Clustered,AccentedEnding,Variant,Contrast,36,96,SimulatedUnityPayloadPreparation,27
Base_H36_AnchorLed_Flat,4000,0.0268,0.0271,1.5865,0.0136,4001.6646,0.0106,1.6646,AnchorLed,Flat,Base,Complement,36,96,SimulatedUnityPayloadPreparation,21
Variant_H36_AnchorLed_Flat,4000,0.0243,0.2198,1.8984,0.0015,4002.1772,0.0332,2.1772,AnchorLed,Flat,Variant,Complement,36,96,SimulatedUnityPayloadPreparation,23
Base_H36_AnchorLed_Increasing,4000,0.0176,0.0245,2.2997,0.0023,4002.3468,0.0027,2.3468,AnchorLed,Increasing,Base,Complement,36,96,SimulatedUnityPayloadPreparation,21
Variant_H36_AnchorLed_Increasing,4000,0.0191,0.0278,1.4929,0.2411,4001.8016,0.0207,1.8016,AnchorLed,Increasing,Variant,Complement,36,96,SimulatedUnityPayloadPreparation,25
Base_H36_AnchorLed_AccentedEnding,4000,0.0335,0.0457,1.356,0.0015,4001.4398,0.0031,1.4398,AnchorLed,AccentedEnding,Base,Complement,36,96,SimulatedUnityPayloadPreparation,21
Variant_H36_AnchorLed_AccentedEnding,4000,0.0181,0.0247,1.6879,0.0171,4001.7506,0.0028,1.7506,AnchorLed,AccentedEnding,Variant,Mirror,36,96,SimulatedUnityPayloadPreparation,36
Base_H40_Even_Flat,4000,0.0349,0.0445,1.3768,0.0015,4001.4663,0.0086,1.4663,Even,Flat,Base,Complement,40,96,SimulatedUnityPayloadPreparation,32
Variant_H40_Even_Flat,4000,0.8207,0.0363,2.8843,0.0018,4003.7655,0.0224,3.7655,Even,Flat,Variant,Complement,40,96,SimulatedUnityPayloadPreparation,28
Base_H40_Even_Increasing,4000,0.342,0.0343,1.2235,0.0041,4001.608,0.0041,1.608,Even,Increasing,Base,Contrast,40,96,SimulatedUnityPayloadPreparation,40
Variant_H40_Even_Increasing,4000,0.0195,0.0554,0.9741,0.0018,4001.0538,0.003,1.0538,Even,Increasing,Variant,Contrast,40,96,SimulatedUnityPayloadPreparation,40
Base_H40_Even_AccentedEnding,4000,0.0224,0.0323,1.7829,0.1601,4002.0012,0.0035,2.0012,Even,AccentedEnding,Base,Complement,40,96,SimulatedUnityPayloadPreparation,32
Variant_H40_Even_AccentedEnding,4000,0.0195,0.0357,2.9996,0.0021,4003.0591,0.0022,3.0591,Even,AccentedEnding,Variant,Complement,40,96,SimulatedUnityPayloadPreparation,30
Base_H40_FrontLoaded_Flat,4000,0.025,0.0431,3.4697,0.0022,4003.5514,0.0114,3.5514,FrontLoaded,Flat,Base,Complement,40,96,SimulatedUnityPayloadPreparation,31
Variant_H40_FrontLoaded_Flat,4000,0.0206,0.0303,2.1304,0.2799,4002.5241,0.0629,2.5241,FrontLoaded,Flat,Variant,Complement,40,96,SimulatedUnityPayloadPreparation,33
Base_H40_FrontLoaded_Increasing,4000,0.0803,0.0392,0.8974,0.002,4001.0246,0.0057,1.0246,FrontLoaded,Increasing,Base,Mirror,40,96,SimulatedUnityPayloadPreparation,40
Variant_H40_FrontLoaded_Increasing,4000,0.0422,0.0357,1.2772,0.0052,4001.3663,0.006,1.3663,FrontLoaded,Increasing,Variant,Complement,40,96,SimulatedUnityPayloadPreparation,31
Base_H40_FrontLoaded_AccentedEnding,4000,0.0175,0.0254,1.3879,0.0022,4001.4355,0.0025,1.4355,FrontLoaded,AccentedEnding,Base,Mirror,40,96,SimulatedUnityPayloadPreparation,40
Variant_H40_FrontLoaded_AccentedEnding,4000,0.0245,0.0405,0.8203,0.0017,4000.8897,0.0027,0.8897,FrontLoaded,AccentedEnding,Variant,Mirror,40,96,SimulatedUnityPayloadPreparation,40
Base_H40_BackLoaded_Flat,4000,0.0178,0.03,1.337,0.0144,4001.4052,0.006,1.4052,BackLoaded,Flat,Base,Mirror,40,96,SimulatedUnityPayloadPreparation,40
Variant_H40_BackLoaded_Flat,4000,0.0225,0.0407,0.891,0.0016,4000.9638,0.008,0.9638,BackLoaded,Flat,Variant,Mirror,40,96,SimulatedUnityPayloadPreparation,40
Base_H40_BackLoaded_Increasing,4000,0.1166,0.0477,1.3582,0.0307,4001.5581,0.0049,1.5581,BackLoaded,Increasing,Base,Mirror,40,96,SimulatedUnityPayloadPreparation,40
Variant_H40_BackLoaded_Increasing,4000,0.1057,0.0551,1.1964,0.0036,4001.3643,0.0035,1.3643,BackLoaded,Increasing,Variant,Mirror,40,96,SimulatedUnityPayloadPreparation,40
Base_H40_BackLoaded_AccentedEnding,4000,0.0226,0.0311,0.8777,0.0018,4000.9385,0.0053,0.9385,BackLoaded,AccentedEnding,Base,Mirror,40,96,SimulatedUnityPayloadPreparation,40
Variant_H40_BackLoaded_AccentedEnding,4000,0.0357,0.0338,1.2426,0.0312,4001.3462,0.0029,1.3462,BackLoaded,AccentedEnding,Variant,Mirror,40,96,SimulatedUnityPayloadPreparation,40
Base_H40_Clustered_Flat,4000,0.0199,0.0229,2.0196,0.0017,4002.0842,0.0201,2.0842,Clustered,Flat,Base,Mirror,40,96,SimulatedUnityPayloadPreparation,40
Variant_H40_Clustered_Flat,4000,0.0454,0.0355,1.4227,0.34,4001.8552,0.0116,1.8552,Clustered,Flat,Variant,Mirror,40,96,SimulatedUnityPayloadPreparation,40
Base_H40_Clustered_Increasing,4000,0.0241,0.0457,1.8063,0.0024,4001.8904,0.0119,1.8904,Clustered,Increasing,Base,Contrast,40,96,SimulatedUnityPayloadPreparation,24
Variant_H40_Clustered_Increasing,4000,0.1589,0.0401,1.5688,0.0025,4001.7772,0.0069,1.7772,Clustered,Increasing,Variant,Contrast,40,96,SimulatedUnityPayloadPreparation,26
Base_H40_Clustered_AccentedEnding,4000,0.0187,0.0566,1.6214,0.0238,4001.7232,0.0027,1.7232,Clustered,AccentedEnding,Base,Contrast,40,96,SimulatedUnityPayloadPreparation,24
Variant_H40_Clustered_AccentedEnding,4000,0.0291,0.0299,1.9444,0.0021,4002.0078,0.0023,2.0078,Clustered,AccentedEnding,Variant,Contrast,40,96,SimulatedUnityPayloadPreparation,30
Base_H40_AnchorLed_Flat,4000,0.0187,0.7886,1.5522,0.0677,4002.4362,0.009,2.4362,AnchorLed,Flat,Base,Complement,40,96,SimulatedUnityPayloadPreparation,24
Variant_H40_AnchorLed_Flat,4000,0.0234,0.0475,1.5831,0.0019,4001.6715,0.0156,1.6715,AnchorLed,Flat,Variant,Complement,40,96,SimulatedUnityPayloadPreparation,27
Base_H40_AnchorLed_Increasing,4000,0.1157,0.0365,1.552,0.003,4001.7116,0.0044,1.7116,AnchorLed,Increasing,Base,Complement,40,96,SimulatedUnityPayloadPreparation,24
